ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;TipoConductor;Modelo;Testigo;Anio;Pago;Cerrado
13583;Abr;Pontiac;Rural;Hombre;Casado;39;Sedan;Bajo;3;5mas;No;2024;61.28;1
13584;Abr;Accura;Urbana;Hombre;Soltero;30;Deportivo;Bajo;4;5mas;No;2024;38.34;0
13585;Jul;Honda;Urbana;Hombre;Casado;31;Sedan;Alto;4;5mas;No;2024;447.74;0
13586;May;Pontiac;Rural;Hombre;Casado;42;Deportivo;Bajo;4;5mas;No;2024;150.55;1
13587;Jul;Honda;Urbana;Hombre;Casado;41;Deportivo;Medio;4;5mas;No;2024;155.13;1
13588;Ago;Toyota;Urbana;Hombre;Casado;30;Sedan;Bajo;3;5mas;No;2024;62.85;1
13589;Ene;Honda;Urbana;Hombre;Casado;59;Sedan;Alto;2;0y;No;2024;13.98;1
13590;Jul;Honda;Urbana;Hombre;Casado;31;Sedan;Alto;1;5mas;No;2024;81.49;1
13591;Ene;Mazda;Urbana;Hombre;Soltero;37;Sedan;Bajo;1;5mas;No;2024;11.69;1
13592;Sep;Pontiac;Urbana;Hombre;Soltero;29;Deportivo;Bajo;3;5mas;No;2024;62.52;1
13593;Sep;Chevrolet;Urbana;Hombre;Casado;41;Sedan;Medio;2;5mas;No;2024;213.54;0
13594;Jul;Pontiac;Urbana;Hombre;Soltero;32;Sedan;Bajo;1;5mas;No;2024;146.34;1
13595;Sep;Pontiac;Urbana;Hombre;Casado;53;Carga;Alto;4;5mas;No;2024;46.50;1
13596;Sep;Chevrolet;Urbana;Hombre;Casado;42;Deportivo;Medio;3;5mas;No;2024;224.76;1
13597;Abr;Toyota;Urbana;Hombre;Casado;32;Deportivo;Bajo;4;5mas;No;2024;130.79;1
13598;Abr;Pontiac;Urbana;Hombre;Soltero;32;Sedan;Medio;1;5mas;No;2024;14.69;1
13599;Feb;Honda;Urbana;Mujer;Casado;37;Sedan;Bajo;4;5mas;No;2024;87.75;1
13600;Feb;Toyota;Urbana;Hombre;Casado;48;Deportivo;Bajo;1;5mas;No;2024;48.79;1
13601;Feb;Chevrolet;Urbana;Hombre;Soltero;49;Deportivo;Medio;1;5mas;No;2024;53.62;1
13602;Jun;Toyota;Urbana;Hombre;Soltero;35;Sedan;Bajo;3;5mas;No;2024;174.33;1
13603;Jul;Toyota;Urbana;Hombre;Casado;26;Sedan;Medio;4;5mas;No;2024;130.38;1
13604;Sep;Pontiac;Urbana;Hombre;Casado;28;Sedan;Bajo;3;5mas;No;2024;90.60;1
13605;Sep;Honda;Urbana;Hombre;Casado;52;Deportivo;Medio;4;5mas;No;2024;462.77;1
13606;Oct;Chevrolet;Urbana;Hombre;Casado;65;Sedan;Bajo;3;5mas;No;2024;63.02;0
13607;Dic;Accura;Rural;Mujer;Casado;39;Sedan;Bajo;2;5mas;No;2024;242.80;1
13608;Ene;Pontiac;Urbana;Hombre;Soltero;44;Sedan;Bajo;4;5mas;No;2024;80.04;1
13609;Ene;Honda;Urbana;Hombre;Casado;31;Sedan;Bajo;2;5mas;No;2024;60.87;0
13610;Feb;Mazda;Urbana;Hombre;Casado;76;Sedan;Bajo;4;5mas;No;2024;44.39;1
13611;Feb;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;1;0y;No;2024;176.55;1
13612;Jul;Accura;Urbana;Hombre;Casado;37;Sedan;Medio;1;5mas;No;2024;291.05;1
13613;May;Chevrolet;Urbana;Hombre;Casado;51;Sedan;Bajo;4;5mas;No;2024;111.11;1
13614;May;Toyota;Urbana;Hombre;Casado;51;Sedan;Bajo;2;5mas;No;2024;81.11;1
13615;Sep;Mazda;Urbana;Hombre;Casado;27;Sedan;Medio;1;5mas;No;2024;152.68;1
13616;Oct;Pontiac;Urbana;Hombre;Casado;72;Sedan;Bajo;3;5mas;No;2024;70.84;1
13617;Jul;Chevrolet;Rural;Hombre;Soltero;28;Sedan;Medio;4;5mas;No;2024;219.40;1
13618;Oct;Pontiac;Urbana;Hombre;Casado;60;Sedan;Bajo;2;5mas;No;2024;100.24;1
13619;Sep;Toyota;Urbana;Hombre;Soltero;27;Deportivo;Alto;2;5mas;No;2024;65.53;1
13620;Dic;Toyota;Urbana;Mujer;Casado;34;Sedan;Bajo;1;5mas;No;2024;203.08;0
13621;Dic;Ford;Rural;Hombre;Casado;24;Sedan;Medio;2;5mas;No;2024;85.37;1
13622;Ago;Honda;Urbana;Hombre;Casado;44;Sedan;Medio;4;5mas;No;2024;48.78;0
13623;Jul;Pontiac;Urbana;Hombre;Casado;41;Deportivo;Bajo;3;5mas;No;2024;253.26;0
13624;Dic;Mercury;Urbana;Mujer;Soltero;29;Sedan;Bajo;4;5mas;No;2024;220.93;1
13625;Dic;Pontiac;Urbana;Hombre;Casado;61;Deportivo;Medio;3;5mas;No;2024;42.01;0
13626;Jul;Honda;Urbana;Hombre;Soltero;27;Deportivo;Alto;3;5mas;No;2024;29.63;1
13627;Oct;Mazda;Urbana;Hombre;Casado;54;Deportivo;Medio;4;5mas;No;2024;99.35;0
13628;Oct;Ford;Urbana;Hombre;Casado;59;Sedan;Bajo;2;5mas;No;2024;212.14;1
13629;Jun;Toyota;Urbana;Hombre;Casado;51;Sedan;Alto;1;5mas;No;2024;239.55;1
13630;Abr;Pontiac;Urbana;Mujer;Soltero;26;Sedan;Bajo;1;5mas;No;2024;260.60;0
13631;Jul;Ford;Urbana;Hombre;Casado;41;Sedan;Medio;4;5mas;No;2024;82.60;0
13632;Dic;Pontiac;Urbana;Hombre;Casado;49;Deportivo;Alto;4;5mas;No;2024;330.90;0
13633;Ago;Accura;Urbana;Hombre;Casado;38;Sedan;Medio;2;5mas;No;2024;300.15;1
13634;Ago;Toyota;Urbana;Hombre;Casado;31;Sedan;Alto;3;5mas;No;2024;244.77;0
13635;Mar;Ford;Urbana;Hombre;Soltero;37;Deportivo;Alto;3;5mas;No;2024;8.68;1
13636;Jul;Chevrolet;Urbana;Hombre;Casado;52;Sedan;Bajo;3;5mas;No;2024;227.99;1
13637;Mar;Pontiac;Rural;Mujer;Soltero;27;Deportivo;Medio;4;5mas;No;2024;32.67;1
13638;Abr;Toyota;Urbana;Hombre;Soltero;26;Deportivo;Medio;1;5mas;No;2024;23.29;1
13639;Jun;Toyota;Urbana;Hombre;Casado;57;Sedan;Bajo;3;5mas;No;2024;194.51;1
13640;Oct;Pontiac;Urbana;Mujer;Soltero;35;Deportivo;Bajo;1;5mas;No;2024;40.69;1
13641;Abr;VW;Urbana;Mujer;Casado;55;Sedan;Alto;4;5mas;No;2024;24.54;1
13642;Abr;Mazda;Urbana;Mujer;Soltero;28;Deportivo;Bajo;3;5mas;No;2024;198.60;1
13643;Mar;Toyota;Urbana;Hombre;Soltero;28;Sedan;Bajo;1;5mas;No;2024;102.76;1
13644;Mar;Pontiac;Urbana;Mujer;Casado;52;Sedan;Bajo;4;5mas;No;2024;62.09;1
13645;Mar;Mazda;Urbana;Hombre;Soltero;26;Sedan;Bajo;1;5mas;No;2024;18.80;1
13646;Ago;Toyota;Urbana;Hombre;Casado;54;Sedan;Medio;4;5mas;No;2024;142.61;1
13647;May;Toyota;Urbana;Hombre;Casado;44;Sedan;Bajo;3;5mas;No;2024;114.36;1
13648;May;VW;Rural;Hombre;Casado;42;Sedan;Medio;4;5mas;No;2024;236.69;0
13649;Sep;Saab;Urbana;Hombre;Casado;32;Deportivo;Medio;1;5mas;No;2024;65.96;1
13650;Dic;VW;Urbana;Mujer;Casado;41;Deportivo;Medio;1;5mas;No;2024;93.89;0
13651;Jul;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;4;5mas;No;2024;347.94;1
13652;Feb;Chevrolet;Urbana;Mujer;Soltero;34;Deportivo;Bajo;4;5mas;No;2024;89.73;1
13653;Feb;Mazda;Urbana;Hombre;Casado;49;Deportivo;Medio;2;5mas;No;2024;230.78;0
13654;Ene;Accura;Urbana;Hombre;Casado;35;Sedan;Medio;3;5mas;No;2024;387.93;1
13655;Jul;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;3;5mas;No;2024;101.07;1
13656;Ene;Mazda;Urbana;Hombre;Casado;27;Sedan;Bajo;1;5mas;No;2024;125.73;1
13657;Dic;Chevrolet;Urbana;Hombre;Casado;38;Carga;Alto;2;5mas;No;2024;19.75;0
13658;Jul;Mazda;Urbana;Hombre;Soltero;29;Sedan;Alto;1;5mas;No;2024;7.60;0
13659;Dic;Accura;Urbana;Hombre;Casado;54;Carga;Alto;1;5mas;No;2024;8.39;1
13660;Dic;Honda;Urbana;Mujer;Casado;44;Sedan;Bajo;1;5mas;No;2024;42.84;1
13661;Nov;Mazda;Urbana;Hombre;Soltero;32;Sedan;Bajo;3;5mas;No;2024;58.59;1
13662;Jun;Toyota;Urbana;Hombre;Soltero;25;Deportivo;Bajo;3;3y;No;2024;130.87;0
13663;Mar;Chevrolet;Urbana;Hombre;Casado;39;Sedan;Bajo;2;5mas;No;2024;1.63;1
13664;Mar;Mazda;Urbana;Hombre;Casado;46;Sedan;Bajo;4;5mas;No;2024;13.22;0
13665;Feb;Honda;Urbana;Hombre;Casado;28;Deportivo;Bajo;3;5mas;No;2024;235.75;1
13666;Feb;Pontiac;Urbana;Mujer;Soltero;46;Deportivo;Bajo;4;5mas;No;2024;60.90;1
13667;Feb;Toyota;Urbana;Hombre;Soltero;22;Sedan;Bajo;3;5mas;No;2024;58.87;1
13668;Feb;Mazda;Urbana;Hombre;Casado;41;Deportivo;Bajo;3;5mas;No;2024;261.67;1
13669;Feb;Accura;Rural;Hombre;Casado;60;Carga;Alto;1;5mas;No;2024;24.22;1
13670;Ene;Pontiac;Urbana;Hombre;Casado;47;Deportivo;Medio;4;5mas;No;2024;90.21;0
13671;Ene;VW;Urbana;Hombre;Casado;48;Sedan;Alto;2;5mas;No;2024;164.28;0
13672;Ene;Mazda;Urbana;Hombre;Soltero;32;Sedan;Bajo;4;5mas;No;2024;196.18;0
13673;Ene;Mazda;Urbana;Mujer;Soltero;33;Deportivo;Bajo;3;5mas;No;2024;45.25;0
13674;Sep;Chevrolet;Urbana;Hombre;Casado;37;Sedan;Bajo;3;5mas;No;2024;87.01;1
13675;Sep;Pontiac;Urbana;Hombre;Casado;49;Sedan;Medio;3;5mas;No;2024;128.46;0
13676;Ago;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;4;0y;No;2024;172.67;0
13677;Jul;Pontiac;Urbana;Mujer;Soltero;43;Sedan;Bajo;2;5mas;No;2024;67.40;1
13678;Feb;VW;Urbana;Hombre;Casado;35;Deportivo;Medio;4;5mas;No;2024;91.11;1
13679;Ago;Mazda;Urbana;Mujer;Soltero;31;Sedan;Medio;3;5mas;No;2024;752.32;0
13680;Feb;Toyota;Urbana;Hombre;Casado;57;Sedan;Bajo;3;5mas;No;2024;234.27;1
13681;Ene;Pontiac;Urbana;Hombre;Casado;30;Deportivo;Bajo;3;5mas;No;2024;252.95;1
13682;Sep;Chevrolet;Urbana;Hombre;Casado;63;Carga;Alto;3;5mas;No;2024;447.66;0
13683;Jun;Honda;Urbana;Hombre;Soltero;32;Sedan;Bajo;2;5mas;No;2024;17.94;0
13684;Jun;Chevrolet;Urbana;Hombre;Soltero;27;Deportivo;Medio;1;5mas;No;2024;21.44;1
13685;Mar;Honda;Rural;Hombre;Soltero;0;Carga;Alto;1;0y;No;2024;40.20;0
13686;Mar;Accura;Urbana;Hombre;Casado;59;Sedan;Alto;1;5mas;No;2024;55.89;1
13687;Ene;Mazda;Rural;Hombre;Casado;26;Deportivo;Medio;1;5mas;No;2024;179.71;1
13688;Ene;Honda;Urbana;Hombre;Casado;34;Sedan;Bajo;3;5mas;No;2024;140.39;0
13689;Jul;Honda;Urbana;Hombre;Casado;41;Sedan;Medio;2;5mas;No;2024;190.91;1
13690;Dic;Mazda;Urbana;Hombre;Casado;27;Sedan;Bajo;2;5mas;No;2024;65.85;0
13691;Nov;Toyota;Rural;Hombre;Casado;44;Sedan;Bajo;4;5mas;No;2024;6.06;0
13692;Jun;Pontiac;Urbana;Hombre;Casado;34;Sedan;Bajo;2;5mas;No;2024;316.65;1
13693;Feb;Mazda;Urbana;Hombre;Soltero;28;Deportivo;Medio;3;5mas;No;2024;144.03;0
13694;Feb;Pontiac;Rural;Hombre;Casado;43;Sedan;Bajo;3;5mas;No;2024;189.07;0
13695;Feb;Pontiac;Urbana;Hombre;Casado;32;Sedan;Bajo;2;5mas;No;2024;116.89;1
13696;Oct;Toyota;Urbana;Hombre;Casado;35;Sedan;Medio;1;5mas;No;2024;119.94;1
13697;Oct;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Bajo;3;5mas;No;2024;330.82;1
13698;Sep;Mazda;Urbana;Hombre;Casado;36;Sedan;Bajo;2;5mas;No;2024;229.44;0
13699;Jun;Pontiac;Urbana;Mujer;Soltero;34;Deportivo;Bajo;1;5mas;No;2024;113.06;0
13700;Abr;Mazda;Urbana;Hombre;Casado;55;Sedan;Bajo;4;5mas;No;2024;64.52;0
13701;Mar;Mazda;Urbana;Mujer;Casado;61;Sedan;Bajo;4;5mas;No;2024;168.99;0
13702;Ene;Toyota;Urbana;Hombre;Soltero;30;Sedan;Bajo;4;5mas;No;2024;63.55;0
13703;May;Pontiac;Urbana;Hombre;Soltero;28;Sedan;Bajo;1;5mas;No;2024;594.59;0
13704;Mar;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;0y;No;2024;10.94;1
13705;Jun;Mazda;Urbana;Hombre;Casado;42;Sedan;Bajo;3;5mas;No;2024;165.52;0
13706;Jun;Accura;Urbana;Mujer;Casado;35;Sedan;Medio;2;4y;No;2024;46.49;0
13707;Abr;Accura;Urbana;Hombre;Casado;62;Carga;Alto;2;5mas;No;2024;206.67;0
13708;Abr;Mazda;Urbana;Hombre;Casado;33;Deportivo;Medio;3;5mas;No;2024;65.94;0
13709;Jul;Mazda;Urbana;Mujer;Soltero;29;Sedan;Bajo;3;5mas;No;2024;155.98;1
13710;Feb;Saab;Rural;Hombre;Casado;50;Sedan;Bajo;3;5mas;No;2024;102.62;1
13711;Feb;Toyota;Urbana;Hombre;Casado;52;Deportivo;Bajo;2;5mas;No;2024;35.16;1
13712;Feb;Toyota;Urbana;Mujer;Casado;43;Sedan;Bajo;2;5mas;No;2024;9.09;1
13713;Jul;Pontiac;Urbana;Hombre;Casado;49;Sedan;Medio;3;5mas;No;2024;369.27;1
13714;Jul;Pontiac;Urbana;Hombre;Soltero;41;Sedan;Bajo;3;5mas;No;2024;88.58;1
13715;Ene;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;2;0y;No;2024;103.94;1
13716;Ene;Pontiac;Urbana;Hombre;Soltero;64;Sedan;Bajo;1;5mas;No;2024;125.49;0
13717;Ene;Pontiac;Urbana;Hombre;Casado;58;Carga;Alto;4;5mas;No;2024;66.17;0
13718;Dic;Honda;Urbana;Hombre;Soltero;32;Deportivo;Bajo;4;5mas;No;2024;6.35;1
13719;Dic;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;0y;No;2024;268.05;1
13720;Dic;Honda;Urbana;Hombre;Casado;41;Deportivo;Bajo;3;5mas;No;2024;291.12;1
13721;Dic;Honda;Urbana;Hombre;Casado;36;Deportivo;Bajo;3;5mas;No;2024;307.22;0
13722;Dic;Honda;Urbana;Mujer;Casado;55;Deportivo;Medio;4;5mas;No;2024;175.99;1
13723;Dic;Pontiac;Urbana;Mujer;Casado;41;Sedan;Bajo;3;5mas;No;2024;21.32;0
13724;Dic;Pontiac;Urbana;Mujer;Casado;26;Sedan;Bajo;3;5mas;No;2024;461.98;1
13725;Dic;Toyota;Urbana;Hombre;Casado;31;Sedan;Alto;3;5mas;No;2024;347.44;1
13726;Dic;Mazda;Urbana;Hombre;Casado;61;Sedan;Medio;1;5mas;No;2024;162.45;1
13727;Jul;Mazda;Urbana;Hombre;Casado;30;Sedan;Bajo;4;5mas;No;2024;51.45;0
13728;Dic;Pontiac;Urbana;Hombre;Casado;41;Carga;Alto;4;5mas;No;2024;141.58;1
13729;Ene;Chevrolet;Urbana;Mujer;Casado;29;Deportivo;Bajo;3;5mas;No;2024;71.64;0
13730;Ene;Honda;Urbana;Hombre;Casado;42;Sedan;Alto;2;5mas;No;2024;120.07;1
13731;Ene;Mazda;Rural;Hombre;Casado;37;Deportivo;Medio;4;5mas;No;2024;17.27;1
13732;Ene;Toyota;Urbana;Hombre;Casado;38;Sedan;Bajo;1;5mas;No;2024;345.98;1
13733;Ene;Pontiac;Urbana;Hombre;Casado;56;Deportivo;Bajo;4;5mas;No;2024;188.01;0
13734;Ene;Chevrolet;Urbana;Hombre;Casado;57;Carga;Alto;1;5mas;No;2024;52.86;0
13735;Ene;Toyota;Urbana;Hombre;Casado;40;Deportivo;Medio;1;5mas;No;2024;7.76;1
13736;Ene;Toyota;Urbana;Hombre;Casado;55;Deportivo;Medio;4;5mas;No;2024;210.39;0
13737;Ene;Toyota;Urbana;Hombre;Casado;54;Deportivo;Bajo;4;5mas;No;2024;55.07;1
13738;Ene;Mazda;Urbana;Hombre;Soltero;26;Deportivo;Bajo;1;5mas;No;2024;260.55;1
13739;Jul;Mazda;Urbana;Hombre;Casado;42;Deportivo;Alto;4;5mas;No;2024;151.54;1
13740;Ene;Pontiac;Urbana;Hombre;Casado;60;Sedan;Medio;2;5mas;No;2024;14.71;1
13741;Ene;Chevrolet;Urbana;Hombre;Casado;64;Deportivo;Medio;4;5mas;No;2024;159.60;0
13742;Ene;Chevrolet;Rural;Mujer;Soltero;26;Deportivo;Bajo;2;5mas;No;2024;99.21;1
13743;Ene;Pontiac;Urbana;Hombre;Soltero;26;Deportivo;Bajo;3;5mas;No;2024;35.57;1
13744;Ene;Pontiac;Urbana;Hombre;Casado;54;Sedan;Bajo;3;5mas;No;2024;26.29;1
13745;Ene;VW;Rural;Hombre;Soltero;43;Sedan;Alto;2;5mas;No;2024;168.50;1
13746;Ene;Mazda;Urbana;Hombre;Casado;73;Deportivo;Medio;1;5mas;No;2024;289.29;1
13747;Ene;Toyota;Rural;Hombre;Casado;53;Sedan;Bajo;1;5mas;No;2024;27.41;1
13748;Ene;Pontiac;Urbana;Mujer;Casado;45;Sedan;Bajo;1;5mas;No;2024;0.62;0
13749;Ene;Honda;Urbana;Hombre;Soltero;56;Deportivo;Bajo;3;5mas;No;2024;408.49;1
13750;Ene;Mazda;Urbana;Hombre;Casado;43;Sedan;Bajo;2;5mas;No;2024;76.71;0
13751;Jul;Pontiac;Urbana;Hombre;Casado;31;Sedan;Bajo;4;5mas;No;2024;44.24;0
13752;Ene;Chevrolet;Urbana;Hombre;Casado;34;Sedan;Alto;4;5mas;No;2024;76.24;1
13753;Ene;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;2;0y;No;2024;334.54;1
13754;Feb;Ford;Urbana;Hombre;Casado;28;Deportivo;Medio;1;5mas;No;2024;448.45;1
13755;Feb;Toyota;Urbana;Hombre;Soltero;35;Sedan;Bajo;2;5mas;No;2024;409.64;1
13756;Mar;Toyota;Rural;Mujer;Soltero;48;Deportivo;Bajo;4;5mas;No;2024;29.70;0
13757;Mar;Honda;Urbana;Mujer;Otro;36;Deportivo;Bajo;3;5mas;No;2024;181.94;1
13758;Mar;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Medio;3;5mas;No;2024;212.81;1
13759;Jul;Pontiac;Urbana;Hombre;Casado;36;Sedan;Medio;1;5mas;No;2024;121.34;1
13760;Mar;Honda;Rural;Hombre;Soltero;0;Sedan;Alto;3;0y;No;2024;288.74;0
13761;May;Ford;Urbana;Hombre;Casado;53;Sedan;Alto;1;5mas;No;2024;11.68;1
13762;Ago;Pontiac;Rural;Hombre;Casado;34;Deportivo;Bajo;1;5mas;No;2024;246.79;1
13763;Sep;Toyota;Urbana;Hombre;Soltero;28;Sedan;Bajo;4;5mas;No;2024;175.43;1
13764;Nov;Mazda;Urbana;Mujer;Soltero;21;Sedan;Bajo;4;5mas;No;2024;433.33;0
13765;Dic;Pontiac;Urbana;Hombre;Casado;72;Sedan;Bajo;2;5mas;No;2024;254.25;1
13766;Jul;Toyota;Urbana;Mujer;Casado;54;Sedan;Bajo;1;5mas;No;2024;115.45;1
13767;Ene;Chevrolet;Urbana;Mujer;Casado;42;Sedan;Bajo;4;5mas;No;2024;199.66;0
13768;Ene;Honda;Urbana;Hombre;Casado;55;Deportivo;Bajo;3;5mas;No;2024;105.56;0
13769;Ene;Pontiac;Urbana;Hombre;Soltero;33;Sedan;Bajo;2;5mas;No;2024;110.86;0
13770;Ene;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Bajo;3;5mas;No;2024;251.95;1
13771;Ene;Toyota;Urbana;Hombre;Casado;46;Deportivo;Bajo;1;5mas;No;2024;23.10;1
13772;Ene;Honda;Urbana;Hombre;Casado;41;Deportivo;Bajo;1;5mas;No;2024;375.28;0
13773;Ene;Toyota;Urbana;Mujer;Casado;39;Sedan;Medio;2;5mas;No;2024;262.09;1
13774;Ene;Mazda;Urbana;Hombre;Soltero;26;Sedan;Bajo;2;5mas;No;2024;396.21;1
13775;Ene;Chevrolet;Urbana;Mujer;Casado;55;Sedan;Bajo;2;5mas;No;2024;348.49;1
13776;Ene;Honda;Urbana;Hombre;Soltero;39;Sedan;Bajo;1;5mas;No;2024;228.47;0
13777;Ene;Chevrolet;Rural;Hombre;Soltero;31;Deportivo;Bajo;2;5mas;No;2024;119.60;1
13778;Ene;Toyota;Urbana;Hombre;Casado;44;Sedan;Medio;2;5mas;No;2024;839.95;1
13779;Ene;Toyota;Urbana;Hombre;Casado;78;Sedan;Bajo;4;5mas;No;2024;112.13;1
13780;Ene;Honda;Urbana;Hombre;Soltero;32;Sedan;Bajo;4;5mas;No;2024;35.96;1
13781;Ene;Chevrolet;Urbana;Mujer;Casado;29;Sedan;Bajo;3;5mas;No;2024;25.74;1
13782;Feb;Pontiac;Urbana;Hombre;Casado;63;Sedan;Alto;4;5mas;No;2024;71.27;1
13783;Feb;Pontiac;Urbana;Hombre;Casado;33;Sedan;Bajo;2;5mas;No;2024;254.60;1
13784;Feb;Pontiac;Urbana;Hombre;Casado;53;Sedan;Medio;1;5mas;No;2024;72.79;1
13785;Feb;Toyota;Rural;Hombre;Casado;43;Sedan;Bajo;1;5mas;No;2024;243.35;0
13786;Feb;Accura;Urbana;Hombre;Casado;35;Sedan;Medio;3;5mas;Si;2024;348.54;0
13787;Feb;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;3;5mas;No;2024;56.89;0
13788;Jul;Toyota;Urbana;Mujer;Casado;54;Sedan;Bajo;4;5mas;No;2024;20.67;1
13789;Feb;Chevrolet;Urbana;Hombre;Casado;51;Sedan;Medio;4;5mas;No;2024;139.95;1
13790;Feb;Toyota;Rural;Hombre;Casado;34;Deportivo;Bajo;3;5mas;No;2024;8.98;0
13791;Feb;Toyota;Urbana;Hombre;Soltero;42;Sedan;Bajo;3;5mas;No;2024;146.57;1
13792;Feb;Saab;Urbana;Hombre;Casado;23;Deportivo;Medio;1;5mas;No;2024;314.75;1
13793;Jul;Pontiac;Urbana;Hombre;Casado;45;Sedan;Alto;4;5mas;No;2024;81.27;1
13794;Mar;Toyota;Urbana;Hombre;Casado;52;Sedan;Alto;3;5mas;No;2024;99.52;0
13795;Abr;Honda;Urbana;Hombre;Soltero;26;Sedan;Alto;2;5mas;No;2024;33.68;0
13796;May;Chevrolet;Rural;Mujer;Casado;26;Sedan;Bajo;3;5mas;No;2024;59.96;0
13797;Jul;Toyota;Rural;Hombre;Casado;29;Sedan;Bajo;1;5mas;No;2024;40.75;0
13798;Jun;Mazda;Urbana;Hombre;Casado;43;Sedan;Bajo;1;5mas;No;2024;270.70;0
13799;Jul;Pontiac;Urbana;Hombre;Casado;38;Carga;Medio;3;5mas;No;2024;28.96;1
13800;Jun;Toyota;Rural;Hombre;Casado;46;Sedan;Bajo;1;5mas;No;2024;101.20;1
13801;Jun;Mazda;Urbana;Hombre;Casado;73;Sedan;Medio;4;5mas;No;2024;106.29;0
13802;Oct;Pontiac;Urbana;Hombre;Casado;46;Sedan;Medio;3;5mas;No;2024;81.32;1
13803;Jul;Mazda;Urbana;Hombre;Casado;52;Sedan;Bajo;4;5mas;No;2024;112.83;0
13804;Oct;Mazda;Urbana;Hombre;Soltero;35;Sedan;Bajo;3;5mas;No;2024;76.31;1
13805;Oct;Toyota;Urbana;Hombre;Soltero;29;Deportivo;Bajo;1;5mas;No;2024;8.03;0
13806;Oct;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;4;5mas;No;2024;139.20;1
13807;Oct;Chevrolet;Urbana;Hombre;Casado;37;Sedan;Bajo;2;5mas;No;2024;38.62;1
13808;Oct;Chevrolet;Rural;Hombre;Casado;45;Sedan;Bajo;3;5mas;No;2024;143.09;0
13809;Sep;Honda;Urbana;Hombre;Casado;48;Deportivo;Medio;3;5mas;No;2024;467.08;0
13810;Ago;Chevrolet;Urbana;Hombre;Soltero;34;Sedan;Medio;1;5mas;No;2024;302.07;1
13811;Jul;Chevrolet;Urbana;Mujer;Soltero;33;Sedan;Bajo;1;5mas;No;2024;197.59;1
13812;Jul;Toyota;Urbana;Hombre;Casado;27;Sedan;Bajo;4;5mas;No;2024;29.17;1
13813;Jul;Mazda;Urbana;Mujer;Soltero;31;Sedan;Bajo;1;5mas;No;2024;24.86;1
13814;Jun;Pontiac;Urbana;Hombre;Casado;55;Deportivo;Bajo;2;5mas;No;2024;92.60;1
13815;Jun;Dodge;Rural;Hombre;Soltero;39;Sedan;Medio;1;5mas;No;2024;96.69;1
13816;Jun;Pontiac;Urbana;Hombre;Casado;31;Sedan;Bajo;1;5mas;No;2024;41.59;1
13817;Jun;Pontiac;Urbana;Hombre;Casado;54;Sedan;Bajo;2;5mas;No;2024;70.17;0
13818;Jun;Honda;Urbana;Mujer;Soltero;23;Sedan;Bajo;2;5mas;No;2024;119.86;1
13819;Jul;Toyota;Urbana;Hombre;Soltero;35;Sedan;Medio;1;5mas;No;2024;206.08;1
13820;Jun;Honda;Urbana;Hombre;Soltero;34;Deportivo;Bajo;1;5mas;No;2024;168.17;1
13821;Jun;Chevrolet;Urbana;Hombre;Casado;37;Sedan;Medio;1;5mas;No;2024;119.71;1
13822;May;Toyota;Urbana;Hombre;Casado;41;Sedan;Bajo;3;5mas;No;2024;160.20;0
13823;May;Honda;Rural;Hombre;Casado;62;Sedan;Bajo;1;5mas;No;2024;50.56;1
13824;Jul;Pontiac;Urbana;Hombre;Casado;44;Sedan;Alto;1;5mas;No;2024;412.49;1
13825;Abr;Toyota;Urbana;Hombre;Casado;60;Deportivo;Medio;2;5mas;No;2024;14.70;1
13826;Abr;Pontiac;Urbana;Mujer;Casado;35;Sedan;Bajo;3;5mas;No;2024;94.27;1
13827;Mar;Honda;Urbana;Hombre;Casado;43;Sedan;Bajo;2;5mas;No;2024;316.94;1
13828;Mar;Mazda;Urbana;Hombre;Casado;28;Deportivo;Bajo;3;5mas;No;2024;184.04;1
13829;Mar;Pontiac;Rural;Hombre;Soltero;30;Sedan;Medio;4;5mas;No;2024;332.74;1
13830;Mar;Mazda;Urbana;Hombre;Casado;57;Deportivo;Medio;3;5mas;No;2024;33.62;0
13831;Mar;Chevrolet;Urbana;Hombre;Casado;42;Sedan;Medio;1;4y;No;2024;134.76;1
13832;Mar;Pontiac;Urbana;Hombre;Soltero;28;Deportivo;Alto;4;5mas;No;2024;157.05;0
13833;Mar;Toyota;Urbana;Hombre;Casado;26;Sedan;Medio;3;5mas;No;2024;104.96;1
13834;Mar;Pontiac;Urbana;Hombre;Casado;32;Sedan;Bajo;4;5mas;No;2024;135.75;1
